Dige,Digə
ke'd,ke’d
fict,fict
yr-m,yr-m
is-e,is-e
tifk,tifk
ifka,ifka
fkat,fkat
Maxt,Maxt
sarx,şarx
ilbu,ılbu
Kulu,Külü
0515,0515
5150,5150
taja,taja
ne-1,nə-1
e-1-,ə-1-
-1-n,-1-n
1-no,1-no
i-il,i-il
-il-,-il-
xde-,xdə-
de-k,də-k
si-v,sı-v
-ve-,-və-
-da-,-da-
-nax,-nax
CIXI,ÇIXI
IXIL,IXIL
XILA,XILA
ILAN,ILAN
Qabo,Qabo
etoy,etoy
Maad,Maad
aady,aady
Amoq,Amoq
upot,upot
potr,potr
bleo,bləö
eots,əöts
cnie,çnıe
gnie,ğnıe
ile3,ilə3
le38,lə38
Skil,Skil
Cyan,Cyan
IReR,İRƏR
ReRe,RƏRƏ
KARY,KARY
RYER,RYER
YERA,YERA
ERAN,ERAN
oyki,öyki
ykiy,ykiy
et-l,ət-l
Vayn,Vayn
ayns,aynş
TLeB,TLƏB
KAMR,KAMR
AMRA,AMRA
MRAN,MRAN
tfiz,tfiz
ugas,uğas
gocs,göçs
ocst,öçst
cste,çstə
mb-d,mb-d
ordn,ördn
dnal,dnal
Caxa,Çaxa
Zige,Ziğe
jril,jril
jrzi,jrzi
TMU-,TMU-
MU-d,MU-d
smoy,smoy
nuss,nusş
Beez,Bəəz
5-15,5-15
biiq,biiq
iiqr,iiqr
Keld,Keld
ldii,ldii
dauu,dauu
auul,auul
uul-,uul-
em-o,əm-ö
m-os,m-ös
-osk,-ösk
or-f,or-f
-fis,-fiş
Skor,Skor
si-l,si-l
di-v,di-v
i-vu,i-vü
zimh,zimh
imhe,imhə
mher,mhər
zemh,zəmh
emhe,emhe
0054,0054
x-de,x-də
PQ-d,PQ-d
Q-da,Q-da
1329,1329
vago,vago
samq,şamq
mqal,mqal
Rere,Rərə
Jinn,Jinn
crod,crod
rict,rict
uyug,uyuğ
Hecz,Heçz
czam,çzam
spaq,şpaq
2630,2630
nofe,nofe
Mule,Mule
Zekv,Zəkv
TOP1,TOP1
OP12,OP12
77#0,77#0
7#01,7#01
#012,#012
012#,012#
12#Y,12#Y
2#Ye,2#Ye
#Yes,#Yes
Larg,Larg
a-Ts,a-Ts
-Tso,-Tso
Tsop,Tsop
21:5,21:5
1:54,1:54
25-n,25-n
Tufe,Tüfə
fenk,fenk
enkc,enkc
Lut-,Lüt-
usnx,üsnx
snxe,snxə
nxet,nxət
Xark,Xark
n-Mu,n-Mü
-Mue,-Müə
teff,təff
Wett,Wett
etts,etts
ttst,ttst
tste,tste
stei,stei
UNEL,UNEL
NELI,NELI
ELIA,ELIA
LIAI,LIAI
IAIS,IAIS
AISO,AISO
ISON,ISON
gast,gast
riis,rıis
k-no,k-no
-noj,-noj
hme-,hmə-
am-z,am-z
Trot,Trot
rots,rots
otsk,otsk
-123,-123
vahd,vahd
ahdl,ahdl
nuno,nuno
3055,3055
umu-,umu-
mu-d,mu-d
ee-i,ƏƏ-i
017i,017i
17is,17is
7isg,7isg
lokg,lokg
okgi,okgi
Quky,Quky
kyag,kyag
Toso,Toso
osoy,osoy
oygi,oygi
ni-Y,ni-Y
gahu,ğahü
ahus,ahüs
raaa,raaa
aaad,aaad
43.3,43.3
vtox,vtox
oxto,oxto
xton,xton
Inne,İnnə
aciu,aciu
ciuu,ciuu
iuun,iuun
L-na,L-na
Fish,Fish
eyai,əyai
yail,yail
tror,tror
mioq,mioq
1812,1812
qamq,qamq
amqe,amqe
mqeb,mqeb
qebe,qəbə
deyt,deyt
nnuv,nnüv
rtia,rtia
Lune,Lune
Soma,Soma
itii,itiı
tiis,tiış
lexa,lexa
Orte,Orte
rteq,rteq
ear-,ear-
ar-Y,ar-Y
r-Ya,r-Ya
suvl,şuvl
1732,1732
732-,732-
utbi,ütbi
ATV-,ATV-
V-di,V-di
obje,obje
bjek,bjek
Aski,Aski
i-Mu,i-Mu
ulim,ulim
ami2,amı2
mi20,mı20
i201,ı201
qahl,qahl
CUMS,CÜMŞ
UMSU,ÜMŞÜ
MSUD,MŞÜD
-Rog,-Rog
3209,3209
soys,söys
erej,erej
rejk,rejk
ejka,ejka
bark,bark
ktyu,ktyü
yurn,yürn
dusg,düşg
8.24,8.24
Okam,Okam
tseb,tseb
rasx,raşx
urak,urak
rakv,rakv
Dzma,Dzma
indj,indj
Damk,Damk
amka,amka
mkal,mkal
oqas,oqaş
Tedv,Tedv
dvad,dvad
1348,1348
20:5,20:5
0:58,0:58
Tsve,Tsve
zahs,zahs
Skaf,Şkaf
t-bi,t-bi
Mora,Mora
r-ku,r-kü
tyof,tyof
yofk,yofk
ofka,ofka
demx,dəmx
emxe,əmxə
mxey,mxəy
rikhe,riхə
Ciyn,Çiyn
VIC-,VİÇ-
IC-i,İÇ-i
aont,aont
anye,anye
gamu,ğamu
7465,7465
2885,2885
8856,8856
2305,2305
7340,7340
2575,2575
",105",",105"
A-vi,A-vi
DeMX,DƏMX
n-az,n-az
156.,156.
TOMR,TOMR
OMRI,OMRI
MRIS,MRIS
KESM,KESM
ESME,ESME
KEYX,KEYX
EYXO,EYXO
YXOS,YXOS
XOSR,XOSR
OSRO,OSRO
SROV,SROV
BASH,BASH
30-l,30-l
1396,1396
3967,3967
9679,9679
Qizq,Qızq
irxq,ırxq
rxqi,rxqı
xqiz,xqız
2843,2843
2827,2827
teTn,təTn
eTne,əTnə
Tnes,Tnəs
eva-,eva-
va-K,va-K
a-Ke,a-Kə
-Ken,-Kən
Ucda,Üçda
cdas,çdaş
u-sa,ü-şa
Canp,Canp
npol,npol
Qonk,Qonk
-boi,-boi
boil,boil
oilo,oilo
Anne,Anne
nhah,nhah
Teya,Təya
igay,ığay
dirC,dirC
irCa,irCa
ye-m,yə-m
ntie,ntie
tier,tier
ierm,ıerm
75.7,75.7
sode,şödə
vyaz,vyaz
az-E,az-E
z-Ek,z-Ek
-Eks,-Eks
spok,spok
poko,poko
tofd,tofd
um-O,um-O
m-Ol,m-Ol
-Olt,-Olt
Hadm,Hadm
-Sav,-Şav
redr,redr
Naum,Naum
auma,auma
Olso,Olso
Royt,Röyt
ineb,inəb
tdaq,tdaq
Vurd,Vurd
tirq,tirq
rqab,rqab
usty,usty
obu-,obu-
u-Di,u-Di
r-Pa,r-Pa
ADGT,ADGT
DGTT,DGTT
pano,pano
vtok,vtok
181.,181.
iq-Q,ıq-Q
q-Qa,q-Qa
DK-i,DK-ı
yrao,yraö
raoi,raöı
Rjev,Rjev
obek,obek
Qarc,Qarç
vuts,vuts
ser',şər’
er'i,ər’i
Shif,Shif
hift,hift
ausu,ausu
eynu,eynu
Yekt,Yekt
Sonl,Sonl
eedT,eedT
edTe,edTe
dTes,dTes
142.,142.
urpa,urpa
5.65,5.65
.650,.650
emec,əməc
aath,aath
0400,0400
Akhta,Aхta
khtar,хtar
Afiy,Afiy
Nezm,Nəzm
Qemk,Qəmk
Ludv,Lüdv
dviq,dviq
Vitg,Vitg
itge,itge
Ludw,Ludw
udwi,udwi
dwig,dwig
Witt,Witt
ittg,ittg
ttge,ttge
bak-,bak-
ak-s,ak-ş
k-sv,k-şv
qlo-,qlo-
lo-s,lo-s
os-I,os-İ
s-Iq,s-İq
-Iqe,-İqe
Iqer,İqer
qero,qero
Etot,Etot
vspo,vspo
spom,spom
koqd,koqd
army,army
rmya,rmya
stai,stai
taiv,taiv
aiva,aiva
vayu,vayu
revn,revn
evno,evno
vnos,vnos
sect,seçt
ctiy,çtiy
nis',niş'
is'i,iş'i
008d,008d
08de,08də
Bowl,Bowl
owl',owl’
wl'd,wl’d
l'da,l’da
uce-,üçə-
ce-a,cə-a
-cet,-çət
moqo,moqo
oqog,oqog
Misg,Misg
Hisl,Hisl
tked,tkəd
oqtl,oqtl
hads,hads
iqig,ıqığ
di-1,di-1
di-7,di-7
zlu-,zlü-
lu-1,lü-1
u-12,ü-12
an-5,an-5
Beqe,Bəqə
Dasu,Daşü
4950,4950
rmoz,rmoz
lemr,ləmr
mrev,mrəv
2.05,2.05
1:56,1:56
eTza,eTza
Tzam,Tzam
Tehk,Təhk
Xori,Xori
0116,0116
347-,347-
47-6,47-6
7-67,7-67
-67-,-67-
7-25,7-25
Yenk,Yenk
nkik,nkik
kiko,kiko
perj,perj
rqni,rqni
qnia,qnia
niaz,niaz
smot,smot
otry,otry
trya,trya
ib-f,ib-f
b-fi,b-fı
-fir,-fır
Xund,Xund
Kipl,Kipl
0:51,0:51
litS,litS
itSo,itSo
tSol,tSol
INQA,INQA
NQAY,NQAY
YIRM,YİRM
madg,madğ
adgi,adğı
yevk,yevk
evke,evkə
LVO-,LVO-
VO-d,VO-d
7:49,7:49
4409,4409
pirG,pırG
irGo,ırGö
rGor,rGör
Kose,Köşə
isog,işoğ
ahbe,ahbə
hben,hbən
ofei,ofei
xeoq,xeoq
anew,anew
YUKS,YÜKS
UKSe,ÜKSƏ
KSeK,KSƏK
SeKI,SƏKİ
eKIX,ƏKİX
KIXT,KİXT
IXTI,İXTİ
XTIS,XTİS
ISAS,İSAS
KADR,KADR
7-ni,7-ni
xsih,xsih
hser,hşər
bisa,bışa
Sync,Sync
eFP-,eFP-
FP-y,FP-y
koyi,köyi
42x8,42x8
Cije,Çije
ijev,ijev
qeva,qəva
5-54,5-54
olyg,olyg
lyga,lyga
ygal,ygal
Zuke,Zuke
rla-,rla-
la-i,la-i
a-iq,a-iq
1578,1578
1590,1590
84-u,84-ü
66-s,66-s
Gaiu,Gaiu
aius,aius
Sosu,Sosu
65.7,65.7
siet,siet
ALLI,ALLI
UNMU,UNMU
NMUS,NMUŞ
ONUR,ONUR
NURG,NURĞ
URGA,URĞA
RGAN,RĞAN
GANI,ĞANİ
HISS,HİSS
ISSe,İSSƏ
SSeS,SSƏS
SeSI,SƏSI
FIKS,FİKS
IKSA,İKSA
KSAS,KSAS
SASI,SASI
ELAS,ELAS
LAST,LAST
ASTI,ASTİ
eMeR,ƏMƏR
inip,ınıp
v-ax,v-ax
xasm,xasm
smid,smid
98-z,98-z
8-ze,8-zə
gziy,ğzıy
#100,#100
100q,100q
00qa,00qa
0qad,0qad
me-G,mə-G
qoxi,qoxi
uetu,üetu
etun,etun
APAS,APAS
PASp,PASp
ASpo,ASpo
n-Be,n-Be
zi-n,zi-n
vefi,vəfi
xair,xair
fuad,fuad
uad-,uad-
ad-h,ad-h
d-hu,d-hu
-hus,-hus
ade-,ade-
de-1,de-1
1-50,1-50
7065,7065
065:,065:
65:2,65:2
FREE,FREE
mlun,mlun
bilv,bilv
uzet,uzet
Bios,Bios
8cil,8cil
46.0,46.0
6.00,6.00
Jeep,Jeep
Dime,Dime
86.2,86.2
Lovb,Lövb
poga,poğa
Luda,Luda
Fiel,Fiel
hted,hted
ct-i,ct-ı
ligh,ligh
TAIS,TAİS
azco,azço
zcox,zçox
Zabo,Zabo
n-xa,n-xa
ng-s,ng-ş
g-so,g-şö
-sot,-şöt
soto,şötö
kuki,kuki
obax,obax
xidz,xidz
eqoy,eqoy
aib-,aib-
Qirl,Qırl
annk,annk
nnki,nnki
188.,188.
88.2,88.2
88.1,88.1
48.4,48.4
7-30,7-30
7.75,7.75
otgu,ötgü
1-28,1-28
72-i,72-i
55-i,55-i
37-i,37-i
Sir-,Sır-
saet,saet
vajn,vajn
ajne,ajne
jney,jney
ysie,yşie
bhet,bhet
heto,hetö
vatm,vatm
1843,1843
Hacc,Hacc
ribx,ribx
ibxu,ibxu
bxuv,bxuv
xuva,xuva
Ag-q,Ağ-q
lixl,lıxl
anox,anox
Spot,Spot
"5,65","5,65"
",650",",650"
laig,laığ
aigi,aığı
29.9,29.9
Esle,Esle
Kokc,Kökc
dube,dube
Isku,İsku
usst,usst
sstv,sstv
6.17,6.17
qlai,qlaı
laid,laıd
Dubi,Dubi
CV-l,CV-l
daq-,daq-
aq-t,aq-t
q-ta,q-ta
Vayg,Vayg
ayge,ayge
yger,yger
siad,siad
nifu,nifu
ifut,ifut
Amoc,Amoc
UNOC,UNOC
NOCA,NOCA
OCAL,OCAL
Luko,Luko
ukoi,ukoi
atoi,atoi
toil,toil
ennz,ennz
nnzo,nnzo
nzoi,nzoi
zoil,zoil
Ramc,Ramc
amco,amco
4947,4947
"20,7","20,7"
"0,76","0,76"
",768",",768"
64.0,64.0
yyts,yyts
ytsi,ytsi
degm,degm
gmex,gməx
yuki,yüki
Gaga,Gaga
agau,ağau
gauz,gauz
rcid,rçid
Xelv,Xəlv
Heyb,Heyb
Amok,Amok
Penz,Penz
nzoy,nzoy
zoyl,zoyl
Hakl,Hakl
EkoA,EkoA
koAl,koAl
oAly,oAly
Smok,Smok
moki,moki
Adit,Adit
ti-f,ti-f
i-fu,i-fu
marz,marz
Zaqr,Zaqr
xorv,xorv
Kays,Kays
buks,büks
uksp,üksp
lomf,lomf
hnar,hnar
yeid,yəıd
ungl,üngl
REPO,REPO
len1,lən1
n10-,n10-
Kayz,Kayz
1-05,1-05
hjtf,hjtf
ytff,ytff
tffy,tffy
dfgt,dfgt
hdft,hdft
dfth,dfth
hfdt,hfdt
fdth,fdth
fgth,fgth
dfht,dfht
sdgh,sdgh
dghf,dghf
yre-,yrə-
-nil,-nil
nil-,nil-
75.3,75.3
Isaz,İsaz
3.44,3.44
"437,","437,"
bats,bats
xmak,xmak
maqt,maqt
Nand,Nand
500q,500q
00qr,00qr
Flua,Flua
luaz,luaz
Dosy,Dosy
osye,osye
SKOn,SKOn
KOnu,KOnu
1610,1610
PiaR,PiaR
mukht,müхt
vakht,vaхt
akhtl,aхtl
khtla,хtla
lar4,lar4
ar40,ar40
r400,r400
400_,400_
00_2,00_2
mirp,mirp
li-f,li-f
ir-N,ır-N
r-No,r-No
PA-N,PA-N
A-Ne,A-Ne
-New,-New
00-a,00-a
Toza,Toza
8:37,8:37
sotu,şotu
410.,410.
Detr,Detr
royt,royt
E-bo,E-bo
oldn,oldn
ldne,ldne
dnew,dnew
ungg,ungg
niqg,niqg
qaly,qaly
ioph,ioph
phiz,phiz
yuyd,yüyd
Ethe,Ethe
Lets,Lets
Akde,Akde
kdem,kdem
Agbe,Ağbə
gben,ğbən
MARN,MARN
ARNE,ARNE
RNEU,RNEU
NEUL,NEUL
EULI,EULI
ag-M,ağ-M
g-Me,ğ-Mə
ljis,ljis
qasn,qasn
Vos-,Vos-
os-V,os-V
s-Vo,s-Vo
-Vos,-Vos
Qoce,Qoçə
oceh,oçəh
cehm,çəhm
gliv,ğlıv
Govs,Govş
vsad,vşad
lefs,ləfş
ezih,ezih
ebaq,ebaq
FoR-,FoR-
oR-i,oR-i
atdo,atdo
tdor,tdor
dorm,dorm
IP-2,İP-2
IP-3,İP-3
yrif,yrif
ekt-,ekt-
kt-p,kt-p
S'akm,Ҫakm
ax-u,ax-u
x-ud,x-ud
-udu,-udu
bagq,bağq
agqa,ağqa
zavy,zavy
yazk,yazk
zkas,zkas
razv,razv
azvy,azvy
zvya,zvya
KSeL,KSƏL
YOLL,YOLL
am-k,am-k
m-ka,m-ka
sio-,sio-
io-n,io-n
o-na,o-na
veqe,vəqə
Scot,Scot
ung-,ung-
ng-i,ng-ı
Etye,Etye
pliy,pliy
lign,lığn
ignd,ığnd
xelo,xelo
qamt,qamt
amtl,amtl
mtle,mtlə
3657,3657
6575,6575
atlu,atlu
vlux,vlux
er-B,ər-B
-Xay,-Xay
u-ta,ü-ta
letp,lətp
rk-y,rk-y
-Tuv,-Tuv
Tuve,Tuve
veyc,veyc
eycr,eycr
ycri,ycri
iayr,ıayr
nus',nus'
us'd,us'd
s'da,s'da
Ucde,Üçdə
sa-c,şa-ç
ltix,ltıx
nosd,nosd
Perl,Pərl
gitg,gitg
tgid,tgid
Door,Door
r-Te,r-Tə
Hms,حماس
msh,ماسه
HDwr,حضور
slr,سالر
lrw,الرو
lrwz,لروز
twld,تولد
khrmd,خرمد
rmdy,رمدي
mdyn,مدين
bbkh,بابک
bwgw,بوگو
wgwn,وگون
dy'yy,دئيی
y'yyl,ئيیل
shys,شايس
yst,ايست
ysth,يسته
bshn,بشنا
shns,شناس
nsy,ناسي
sym,اسيم
zndh,زنده
qaid,qaıd
mbee,mbee
Walk,Walk
upum,upum
Shai,Shai
haig,haig
Apri,Apri
pril,pril
4-qe,4-qə
sqla,şqla
0243,0243
2439,2439
ulci,ülçı
qoqi,qoqi
oqik,oqik
qika,qika
reck,reçk
ckse,cksə
985c,985c
85ci,85ci
trah,trah
hamk,hamk
Baje,Baje
ajen,ajen
jeno,jeno
Idli,İdli
surn,surn
9122,9122
1228,1228
anby,anby
nbyl,nbyl
mady,mady
aeld,aeld
silo,silo
oqin,oqin
Guri,Guri
Geft,Geft
21ci,21ci
namk,namk
amkl,amkl
mkli,mkli
zekk,zəkk
luad,luad
Arac,Araç
racv,raçv
acvi,açvi
cvis,çvis
rkuz,rküz
GB-l,GB-l
B-li,B-lı
urod,ürod
NAGM,NAĞM
AGME,AĞME
KENT,KENT
90.5,90.5
amhe,amhe
mhey,mhey
mbec,mbəç
taxy,taxy
ianc,ianc
itie,itie
ties,ties
Somx,Somx
omxe,omxe
Xres,Xres
Hiqq,Hiqq
naco,naço
2225,2225
0:25,0:25
6903,6903
2.78,2.78
ntod,ntod
nluc,nluc
Kozb,Kozb
ozbi,ozbi
Hucr,Hücr
SeHM,SƏHM
eHML,ƏHML
HMLe,HMLƏ
EYFI,EYFİ
YFIY,YFİY
FIYY,FİYY
nmit,nmıt
2406,2406
cigo,çıgö
xpen,xpen
l-tu,l-tü
muqt,müqt
9.05,9.05
iakt,iakt
zi-a,zı-a
IAES,IAES
AEST,AEST
Koqd,Koqd
57.7,57.7
okhuy,oхuy
khuya,хuya
op-l,op-l
p-lo,p-lo
-los,-los
ude-,üdə-
zsoh,zsöh
ocuk,ocuk
harn,harn
rnip,rnıp
mihm,mihm
2154,2154
ska8,ska8
ka89,ka89
27-0,27-0
-09-,-09-
Z-24,Z-24
idav,idav
malm,malm
nsoy,nsoy
Datu,Datu
Pang,Pang
Mahk,Mahk
ahko,ahko
hkot,hkot
Wila,Wila
nq-q,nq-q
q-qo,q-qo
YAYD,YAYD
MO-y,MO-y
hege,hege
podm,podm
odma,odma
asip,aşıp
ipoz,ıpoz
og-a,og-a
beau,beau
OS-b,OS-b
S-ba,S-ba
Down,Down
ownt,ownt
wnto,wnto
ntow,ntow
town,town
tel',tel’
el'd,el’d
l'de,l’də
tup-,tup-
up-l,up-l
tup',tup’
up'l,up’l
p'la,p’la
57-8,57-8
7-85,7-85
85-2,85-2
5-24,5-24
Udan,Udan
hmur,hmur
Rufa,Rüfa
Aqay,Aqay
Teab,Teab
eabr,eabr
abro,abro
Osku,Öskü
belg,bəlğ
ctih,ctih
fovt,fövt
XSIY,XSİY
kmal,kmal
rtku,rtkü
uspa,uspa
656-,656-
vvlk,vvlk
vlki,vlki
cced,cced
sdah,şdah
ICPC,ICPC
logb,logb
ogba,ogba
-gus,-gus
feyk,feyk
Fulf,Fulf
leds,ləds
6958,6958
hify,hify
ifye,ifyə
Hilm,Hilm
rebq,rəbq
ebqe,əbqə
bqed,bqəd
bi-H,bi-H
-Hav,-Hav
ziq-,zıq-
Ikra,İkra
lfas,lfas
BqMT,BqMT
ENCT,ENCT
ereg,ərəğ
EFA-,EFA-
23:1,23:1
3:17,3:17
itah,itah
tahc,tahç
ahci,ahçı
Elmx,Elmx
lmxu,lmxu
mxul,mxul
xult,xult
KAYA,KAYA
okud,okud
iasy,iasy
erjn,erjn
17-l,17-l
7-li,7-li
Vect,Vect
ctre,ctre
Chap,Chap
hapa,hapa
balp,balp
am-M,am-M
m-Ma,m-Ma
uadi,uadı
xfay,xfay
pemi,pəmi
Trie,Trie
rzal,rzal
1721,1721
721-,721-
Nisd,Nişd
sdat,şdat
RTAJ,RTAJ
107-,107-
07-s,07-s
YAND,YAND
LeGV,LƏĞV
15gu,15gü
5gun,5gün
jeto,jeto
llla,llla
xuts,xuts
Cuna,Cuna
ien-,iən-
Hart,Hart
Bruc,Bruc
io-a,io-a
o-au,o-au
-aut,-aut
84.6,84.6
4.60,4.60
.600,.600
epra,epra
uddo,üddö
ddov,ddöv
RAYI,RAYI
babl,babl
Auya,Auya
ldem,ldəm
Yoqn,Yoqn
oqne,oqne
qnea,qnea
Dimn,Dimn
rzes,rzəs
mzim,mzim
"260,","260,"
"140,","140,"
soau,söaü
gnak,ğnak
infu,infu
nfuz,nfuz
fuzo,fuzo
uzom,uzom
zoma,zoma
erfu,erfu
rfuz,rfuz
uzol,uzol
krel,krel
olaz,olaz
lazl,lazl
3.27,3.27
3.28,3.28
QMA-,QMA-
MA-r,MA-r
Kerq,Kerq
tuso,tuşo
sonk,şonk
vruy,vruy
dirx,dirx
irxe,ırxə
hirb,hirb
li-r,li-r
MKOS,MKOS
kcem,kcəm
evza,evza
vzat,vzat
ve-a,və-a
e-ai,ə-ai
KO-d,KO-d
spid,spid
kcaz,kcaz
cem-,cem-
em-s,em-s
eysn,eyşn
ysnl,yşnl
snle,şnlə
1MB-,1MB-
Porf,Porf
001.,001.
01.9,01.9
1.98,1.98
QS-e,QS-ə
ereD,ərƏD
reDV,rƏDV
Iler,İler
iodo,iodo
dont,dont
ni-H,ni-H
ds'i,ds’ı
SYNT,SYNT
YNTA,YNTA
NTAG,NTAG
TAGM,TAGM
AGMA,AGMA
t-es,t-əs
Zaav,Zaav
luqk,luqk
uqke,uqke
qkec,qkeç
TeKL,TƏKL
eKLI,ƏKLİ
KLIF,KLİF
FLeR,FLƏR
Lora,Lora
Nool,Nool
gozm,gözm
ourt,ourt
urt-,urt-
rt-I,rt-I
t-IC,t-IC
-ICC,-ICC
Ayqa,Ayqa
qazu,qazu
tsia,tsia
ndep,ndep
depe,depe
um-g,um-g
m-ge,m-gə
-gem,-gəm
kvic,kviç
Dalf,Dalf
Pora,Pora
Arid,Arid
Parm,Parm
Vayz,Vayz
yzat,yzat
buye,buyə
hvde,hvdə
nes',neş'
s'et,ş'et
einu,einu
Sutk,Sutk
xeyu,xəyu
bin-,bin-
1029,1029
20.9,20.9
rsti,rsti
rxca,rxca
d-la,d-la
vanr,vanr
anru,anrü
nrur,nrür
Tare,Tare
nmar,nmar
1361,1361
irlc,ırlc
rlcm,rlcm
lcma,lcma
0.99,0.99
Izli,İzli
zlia,zlia
02-y,02-y
2-ye,2-yə
ulkd,ülkd
lkde,lkdə
7230,7230
4695,4695
1476,1476
4769,4769
akuv,akuv
kuvi,kuvi
Derl,Derl
cipa,çipa
AZ65,AZ65
NABZ,NABZ
0136,0136
0015,0015
0156,0156
5631,5631
aduc,aduc
Qevi,Qevi
henr,hənr
enru,ənrü
nrub,nrüb
Ucki,Üçki
1443,1443
443-,443-
Kb-e,Kb-ə
07:5,07:5
7:59,7:59
Chur,Chur
hurc,hurc
urch,urch
nkru,nkru
krus,krus
90x8,90x8
0x80,0x80
Immt,İmmt
mmta,mmta
qdig,qdığ
nusb,nusb
9-26,9-26
s-ce,s-cə
-cer,-cər
355-,355-
Ayib,Ayıb
lyev,lyev
Moem,Moem
oemi,oemi
rubk,rubk
ubka,ubka
bkay,bkay
Hugg,Hugg
uggi,uggi
ggie,ggie
qahy,qahy
zirc,zırc
zhep,zhep
vugu,vuğu
epko,epko
Paxn,Paxn
Fana,Fana
39.2,39.2
"240,","240,"
"420,","420,"
nal-,nal-
Skel,Skel
Yuga,Yüga
erof,erof
ofot,ofot
BETI,BETİ
OLIN,OLIN
INEY,INEY
NEYR,NEYR
EYRO,EYRO
YROP,YROP
OPAT,OPAT
PATI,PATI
ATIY,ATIY
RAFL,RAFL
AFLA,AFLA
FLAR,FLAR
x-ke,x-kə
-hun,-hün
yiba,yıba
rux-,rux-
ux-d,ux-d
x-do,x-dö
6:02,6:02
Rupt,Rupt
uptl,uptl
ptly,ptly
Alci,Alcı
vskd,vskd
Seky,Seky
ALT-,ALT-
LT-n,LT-n
T-nu,T-nu
Ir-S,İr-Ş
Itla,İtla
ne-B,ne-B
Me-Y,Me-Y
Yarq,Yarq
Raqq,Raqq
qqon,qqon
esgo,əsgo
runh,rünh
unhd,ünhd
nhde,nhdə
Agte,Ağtə
gteh,ğtəh
digr,digr
igre,igrə
grel,grəl
hre-,hrə-
stuq,ştuq
qur-,qur-
ur-p,ur-p
8522,8522
ixmg,ıxmğ
xmga,xmğa
st-e,st-e
gizo,gizo
7440,7440
7-da,7-da
AY-d,AY-d
Cogu,Çoğu
41.2,41.2
3845,3845
8453,8453
Urkm,Urkm
zas-,zas-
Viaq,Viaq
16.7,16.7
Mayo,Mayo
Krav,Krav
Neqs,Nəqş
qsi-,qşi-
Roth,Roth
othm,othm
thma,thma
lerV,lərV
erVa,ərVa
rVal,rVal
Hamb,Hamb
Antv,Antv
ntve,ntve
6:53,6:53
div-,div-
iv-c,iv-c
v-ci,v-ci
gose,gösə
Tehz,Təhz
ehzi,əhzi
hzib,hzib
zibu,zibü
-ehk,-ehk
yu-C,yu-C
ntuk,ntuk
tuki,tuki
AR-E,AR-E
R-En,R-En
-Ene,-Ene
TTUR,TTÜR
IYYE,İYYE
letr,lətr
Giqa,Giqa
IP-i,İP-i
ASBU,ASBU
TVMS,TVMS
le-o,lə-ö
yruk,yruk
rmah,rmah
egla,Əğla
Dupd,Dupd
lm-b,lm-b
m-bi,m-bi
Pise,Pisə
400q,400q
Pyri,Pyri
riqt,rıqt
Pirt,Pirt
inex,inəx
El-B,El-B
AKSO,AKSO
KSON,KSON
SONO,SONO
NOME,NOME
OMET,OMET
METR,METR
ETRI,ETRİ
TRIK,TRİK
siin,şıın
s-yo,ş-yo
ISIZ,ISIZ
uz-k,üz-k
-kel,-kəl
masu,masu
70.2,70.2
Badi,Badı
asdl,asdl
sdla,sdla
Qubb,Qübb
vtoi,vtoi
toid,toid
oidm,oidm
Tuzl,Tuzl
rejm,rejm
ejmd,ejmd
jmde,jmdə
e-et,ə-et
itu-,itu-
tu-r,tü-r
u-ri,u-ri
-dik,-dik
RETI,RETİ
TINO,TİNO
NOPA,NOPA
NeYI,NƏYİ
LMeK,LMƏK
ajim,ajım
nsup,nsup
supt,supt
uptu,uptu
ptur,ptur
Gurm,Gurm
Qur-,Qur-
Apps,Apps
Benk,Benk
rfun,rfun
1518,1518
5189,5189
189:,189:
89:2,89:2
9:20,9:20
PA-H,PA-H
A-Ho,A-Ho
unua,ünüa
nuad,nüad
MIRI,MİRİ
u-si,u-si
ceTu,cəTu
eTus,əTuş
Tusd,Tuşd
Dabh,Dabh
abho,abho
bhol,bhol
holk,holk
RSQS,RSQS
01-j,01-j
1-ji,1-ji
Mude,Müdə
oare,oare
Yequ,Yəqu
equb,əqub
Secc,Səcc
ecca,əcca
ccad,ccad
ADII,ADİİ
DII-,Dİİ-
II-n,İİ-n
I-na,İ-na
neqs,nəqş
qsli,qşli
i-Ib,i-İb
-Bev,-Bəv
Bevv,Bəvv
Icqa,İçqa
.7.8,.7.8
4.16,4.16
kmap,kmap
mapt,mapt
oriq,oriq
ml-d,ml-d
Pa-k,Pa-k
a-ke,a-ke
Kinq,Kinq
nqs-,nqs-
qs-L,qs-L
s-Li,s-Li
-Lin,-Lin
Linn,Linn
Town,Town
Dulg,Dülg
Sobo,Sobo
olev,olev
ossb,ossb
ssbi,ssbi
ptot,ptot
uzek,üzək
flif,flif
rilr,rılr
dar-,dar-
cukk,cükk
ukku,ükkü
bolo,bolo
SK-K,SK-K
K-KS,K-KS
Zbiq,Zbiq
biqn,biqn
iqne,iqne
qnev,qnev
ncsa,ncsa
Ovsu,Ovsu
hops,hops
quse,quşə
.9.7,.9.7
TRS-,TRŞ-
RS-d,RŞ-d
Trud,Trud
nmex,nməx
sebn,şəbn
Ambr,Ambr
fuvd,fuvd
vdam,vdam
op-1,op-1
p-10,p-10
Kono,Kono
nono,nono
